,rank,title,views_mn,href,group,subgroup,continent,data_completed,sport,country,time,artist
27,28,Iran,54,/wiki/Iran,Civilization,Present countries,,,,,,
28,29,United Arab Emirates,52,/wiki/United_Arab_Emirates,Civilization,Present countries,,,,,,
29,30,Egypt,51,/wiki/Egypt,Civilization,Present countries,,,,,,
30,31,Poland,51,/wiki/Poland,Civilization,Present countries,,,,,,
31,32-189,158 countries,50–6.6,,Civilization,Present countries,,,,,,
32,190,Federated States of Micronesia,6.5,/wiki/Federated_States_of_Micronesia,Civilization,Present countries,,,,,,
33,191,Saint Vincent and the Grenadines,6.3,/wiki/Saint_Vincent_and_the_Grenadines,Civilization,Present countries,,,,,,
34,192,Eswatini,6.1,/wiki/Eswatini,Civilization,Present countries,,,,,,
35,193,São Tomé and Príncipe,5.9,/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,Civilization,Present countries,,,,,,
36,194,Republic of the Congo,4.9,/wiki/Republic_of_the_Congo,Civilization,Present countries,,,,,,
0,1,New York City,96,/wiki/New_York_City,Civilization,Cities,North America,,,,,
1,2,Singapore,80,/wiki/Singapore,Civilization,Cities,Asia,,,,,
2,3,London,76,/wiki/London,Civilization,Cities,Europe,,,,,
3,4,Hong Kong,62,/wiki/Hong_Kong,Civilization,Cities,Asia,,,,,
4,5,Los Angeles,53,/wiki/Los_Angeles,Civilization,Cities,North America,,,,,
5,6,Dubai,51,/wiki/Dubai,Civilization,Cities,Asia,,,,,
6,7,"Washington, D.C.",47,"/wiki/Washington,_D.C.",Civilization,Cities,North America,,,,,
7,8,Paris,44,/wiki/Paris,Civilization,Cities,Europe,,,,,
8,8,Chicago,44,/wiki/Chicago,Civilization,Cities,North America,,,,,
9,[a],Angelsberg,44,/wiki/Angelsberg,Civilization,Cities,Europe,,,,,
10,10,Mumbai,38,/wiki/Mumbai,Civilization,Cities,Asia,,,,,
11,11,San Francisco,37,/wiki/San_Francisco,Civilization,Cities,North America,,,,,
12,12,Rome,33,/wiki/Rome,Civilization,Cities,Europe,,,,,
13,12,Monaco,33,/wiki/Monaco,Civilization,Cities,Europe,,,,,
14,12,Toronto,33,/wiki/Toronto,Civilization,Cities,North America,,,,,
15,15,Tokyo,32,/wiki/Tokyo,Civilization,Cities,Asia,,,,,
16,16,Philadelphia,31,/wiki/Philadelphia,Civilization,Cities,North America,,,,,
17,17,Machu Picchu,30,/wiki/Machu_Picchu,Civilization,Cities,South America,,,,,
18,18,Jerusalem,28,/wiki/Jerusalem,Civilization,Cities,Asia,,,,,
19,18,Amsterdam,28,/wiki/Amsterdam,Civilization,Cities,Europe,,,,,
20,18,Boston,28,/wiki/Boston,Civilization,Cities,North America,,,,,
21,21,Barcelona,27,/wiki/Barcelona,Civilization,Cities,Europe,,,,,
22,21,Seattle,27,/wiki/Seattle,Civilization,Cities,North America,,,,,
23,21,Istanbul,27,/wiki/Istanbul,Civilization,Cities,Europe/Asia,,,,,
24,21,Berlin,27,/wiki/Berlin,Civilization,Cities,Europe,,,,,
25,25,Vatican,26,/wiki/Vatican_City,Civilization,Cities,Europe,,,,,
26,25,Vancouver,26,/wiki/Vancouver,Civilization,Cities,North America,,,,,
27,27,Shanghai,25,/wiki/Shanghai,Civilization,Cities,Asia,,,,,
28,27,Pompeii,25,/wiki/Pompeii,Civilization,Cities,Europe,,,,,
29,29,Venice,24,/wiki/Venice,Civilization,Cities,Europe,,,,,
30,29,Atlanta,24,/wiki/Atlanta,Civilization,Cities,North America,,,,,
31,29,Montreal,24,/wiki/Montreal,Civilization,Cities,North America,,,,,
32,29,Moscow,24,/wiki/Moscow,Civilization,Cities,Europe,,,,,
0,1,Taj Mahal,53,/wiki/Taj_Mahal,Civilization,Buildings and structures,,1653,,,,
1,2,Burj Khalifa,44,/wiki/Burj_Khalifa,Civilization,Buildings and structures,,2009,,,,
2,3,Statue of Liberty,40,/wiki/Statue_of_Liberty,Civilization,Buildings and structures,,1886,,,,
3,4,Great Wall of China,39,/wiki/Great_Wall_of_China,Civilization,Buildings and structures,,c. 212 BC,,,,
4,5,Eiffel Tower,37,/wiki/Eiffel_Tower,Civilization,Buildings and structures,,1889,,,,
5,6,Berlin Wall,33,/wiki/Berlin_Wall,Civilization,Buildings and structures,,1960s,,,,
6,7,Machu Picchu,30,/wiki/Machu_Picchu,Civilization,Buildings and structures,,15th century,,,,
7,8,Stonehenge,29,/wiki/Stonehenge,Civilization,Buildings and structures,,3rd millennium BC,,,,
8,9,Mount Rushmore National Memorial,28,/wiki/Mount_Rushmore_National_Memorial,Civilization,Buildings and structures,,1939,,,,
9,9,Colosseum,28,/wiki/Colosseum,Civilization,Buildings and structures,,80,,,,
10,9,Auschwitz concentration camp,28,/wiki/Auschwitz_concentration_camp,Civilization,Buildings and structures,,1942,,,,
11,12,Great Pyramid of Giza,26,/wiki/Great_Pyramid_of_Giza,Civilization,Buildings and structures,,c. 2560 BC,,,,
12,13,One World Trade Center,24,/wiki/One_World_Trade_Center,Civilization,Buildings and structures,,2014,,,,
13,14,Empire State Building,23,/wiki/Empire_State_Building,Civilization,Buildings and structures,,1931,,,,
14,15,White House,22,/wiki/White_House,Civilization,Buildings and structures,,1800,,,,
15,15,Petra [b],22,/wiki/Petra,Civilization,Buildings and structures,,5th century BC,,,,
16,17,Large Hadron Collider,21,/wiki/Large_Hadron_Collider,Civilization,Buildings and structures,,2008,,,,
17,17,Hagia Sophia,21,/wiki/Hagia_Sophia,Civilization,Buildings and structures,,537,,,,
18,19,Golden Gate Bridge,18,/wiki/Golden_Gate_Bridge,Civilization,Buildings and structures,,1937,,,,
19,19,Panama Canal,18,/wiki/Panama_Canal,Civilization,Buildings and structures,,1914,,,,
20,21,Angkor Wat,17,/wiki/Angkor_Wat,Civilization,Buildings and structures,,12th century,,,,
21,21,Big Ben,17,/wiki/Big_Ben,Civilization,Buildings and structures,,1859,,,,
22,21,Guantanamo Bay detention camp,17,/wiki/Guantanamo_Bay_detention_camp,Civilization,Buildings and structures,,2002,,,,
23,21,Buckingham Palace,17,/wiki/Buckingham_Palace,Civilization,Buildings and structures,,1850,,,,
24,25,Christ the Redeemer (statue),16,/wiki/Christ_the_Redeemer_(statue),Civilization,Buildings and structures,,1931,,,,
25,25,Kaaba,16,/wiki/Pre-Islamic_Arabia#Religion,Civilization,Buildings and structures,,Before 610,,,,
26,27,New York Stock Exchange,15,/wiki/New_York_Stock_Exchange,Civilization,Buildings and structures,,1903,,,,
27,27,Parthenon,15,/wiki/Parthenon,Civilization,Buildings and structures,,5th century BC,,,,
28,29,"Pantheon, Rome",14,"/wiki/Pantheon,_Rome",Civilization,Buildings and structures,,c. 126,,,,
29,29,Disneyland,14,/wiki/Disneyland,Civilization,Buildings and structures,,1955,,,,
30,29,Colossus of Rhodes,14,/wiki/Colossus_of_Rhodes,Civilization,Buildings and structures,,280 BC,,,,
31,29,ADX Florence,14,/wiki/ADX_Florence,Civilization,Buildings and structures,,1994,,,,
32,33,Notre-Dame de Paris,13,/wiki/Notre-Dame_de_Paris,Civilization,Buildings and structures,,1345,,,,
33,33,Wembley Stadium,13,/wiki/Wembley_Stadium,Civilization,Buildings and structures,,2007,,,,
34,33,World Trade Center (1973–2001),13,/wiki/World_Trade_Center_(1973%E2%80%932001),Civilization,Buildings and structures,,1973,,,,
35,33,Westminster Abbey,13,/wiki/Westminster_Abbey,Civilization,Buildings and structures,,960,,,,
36,33,Windsor Castle,13,/wiki/Windsor_Castle,Civilization,Buildings and structures,,11th century,,,,
37,33,Georgia Guidestones,13,/wiki/Georgia_Guidestones,Civilization,Buildings and structures,,1980,,,,
38,39,Statue of Unity,12,/wiki/Statue_of_Unity,Civilization,Buildings and structures,,2018,,,,
39,39,Suez Canal,12,/wiki/Suez_Canal,Civilization,Buildings and structures,,1869,,,,
40,39,Walt Disney World,12,/wiki/Walt_Disney_World,Civilization,Buildings and structures,,1971,,,,
41,39,Channel Tunnel,12,/wiki/Channel_Tunnel,Civilization,Buildings and structures,,1994,,,,
42,39,Forbidden City,12,/wiki/Forbidden_City,Civilization,Buildings and structures,,1420,,,,
43,39,Willis Tower,12,/wiki/Willis_Tower,Civilization,Buildings and structures,,1973,,,,
44,45,Timbuktu [b],11,/wiki/Timbuktu,Civilization,Buildings and structures,,5th century BC,,,,
45,45,Taipei 101,11,/wiki/Taipei_101,Civilization,Buildings and structures,,2004,,,,
46,45,Arc de Triomphe,11,/wiki/Arc_de_Triomphe,Civilization,Buildings and structures,,1836,,,,
47,45,Lighthouse of Alexandria,11,/wiki/Lighthouse_of_Alexandria,Civilization,Buildings and structures,,c. 246 BC,,,,
48,49,Mohenjo-daro [b],10,/wiki/Mohenjo-daro,Civilization,Buildings and structures,,3rd millennium BC,,,,
49,49,John F. Kennedy International Airport,10,/wiki/John_F._Kennedy_International_Airport,Civilization,Buildings and structures,,1948,,,,
50,49,Temple of Artemis,10,/wiki/Temple_of_Artemis,Civilization,Buildings and structures,,c. 540 BC,,,,
51,49,Library of Alexandria,10,/wiki/Library_of_Alexandria,Civilization,Buildings and structures,,3rd century BC,,,,
52,49,Brooklyn Bridge,10,/wiki/Brooklyn_Bridge,Civilization,Buildings and structures,,1883,,,,
53,49,Code of Hammurabi,10,/wiki/Code_of_Hammurabi,Civilization,Buildings and structures,,c. 1754 BC,,,,
54,55,Leaning Tower of Pisa,9.6,/wiki/Leaning_Tower_of_Pisa,Civilization,Buildings and structures,,1372,,,,
55,56,Statue of Zeus at Olympia,9.2,/wiki/Statue_of_Zeus_at_Olympia,Civilization,Buildings and structures,,5th century BC,,,,
56,56,Acropolis of Athens,9.2,/wiki/Acropolis_of_Athens,Civilization,Buildings and structures,,5th century BC,,,,
57,58,New York City Subway,9.0,/wiki/New_York_City_Subway,Civilization,Buildings and structures,,1904,,,,
58,59,Dome of the Rock,8.9,/wiki/Dome_of_the_Rock,Civilization,Buildings and structures,,692,,,,
59,60,Great Sphinx of Giza,8.8,/wiki/Great_Sphinx_of_Giza,Civilization,Buildings and structures,,2532 BC,,,,
60,61,Palace of Versailles,8.7,/wiki/Palace_of_Versailles,Civilization,Buildings and structures,,1678,,,,
61,62,Wall Street,8.4,/wiki/Wall_Street,Civilization,Buildings and structures,,19th century,,,,
62,63,Antilia (building),8.3,/wiki/Antilia_(building),Civilization,Buildings and structures,,2010,,,,
63,64,David (Michelangelo),8.2,/wiki/David_(Michelangelo),Civilization,Buildings and structures,,1504,,,,
64,64,Church of the Holy Sepulchre,8.2,/wiki/Church_of_the_Holy_Sepulchre,Civilization,Buildings and structures,,335,,,,
65,66,7 World Trade Center,8.1,/wiki/7_World_Trade_Center,Civilization,Buildings and structures,,2006,,,,
66,66,Al-Aqsa Mosque,8.1,/wiki/Al-Aqsa_Mosque,Civilization,Buildings and structures,,705,,,,
67,68,Göbekli Tepe [b],7.9,/wiki/G%C3%B6bekli_Tepe,Civilization,Buildings and structures,,10th millennium BC,,,,
68,69,Moai,7.8,/wiki/Moai,Civilization,Buildings and structures,,14th century,,,,
69,70,Chichen Itza [b],7.5,/wiki/Chichen_Itza,Civilization,Buildings and structures,,7th century,,,,
70,71,Epcot,7.4,/wiki/Epcot,Civilization,Buildings and structures,,1982,,,,
71,71,Petronas Towers,7.4,/wiki/Petronas_Towers,Civilization,Buildings and structures,,1996,,,,
72,73,Hoover Dam,7.2,/wiki/Hoover_Dam,Civilization,Buildings and structures,,1936,,,,
73,74,Terracotta Army,7.0,/wiki/Terracotta_Army,Civilization,Buildings and structures,,3rd century BC,,,,
74,74,Tower of London,7.0,/wiki/Tower_of_London,Civilization,Buildings and structures,,1078,,,,
75,76,Red Fort,6.9,/wiki/Red_Fort,Civilization,Buildings and structures,,1648,,,,
76,76,Delhi Metro,6.9,/wiki/Delhi_Metro,Civilization,Buildings and structures,,2002,,,,
77,78,Jeddah Tower,6.8,/wiki/Jeddah_Tower,Civilization,Buildings and structures,,On hold,,,,
78,78,Louvre,6.8,/wiki/Louvre,Civilization,Buildings and structures,,1793,,,,
79,78,St. Peter's Basilica,6.8,/wiki/St._Peter%27s_Basilica,Civilization,Buildings and structures,,1626,,,,
80,81,Balmoral Castle,6.7,/wiki/Balmoral_Castle,Civilization,Buildings and structures,,1856,,,,
81,81,British Museum,6.7,/wiki/British_Museum,Civilization,Buildings and structures,,1753,,,,
82,81,Brandenburg Gate,6.7,/wiki/Brandenburg_Gate,Civilization,Buildings and structures,,1791,,,,
83,84,Neuschwanstein Castle,6.6,/wiki/Neuschwanstein_Castle,Civilization,Buildings and structures,,1886,,,,
84,85,Indira Gandhi International Airport,6.5,/wiki/Indira_Gandhi_International_Airport,Civilization,Buildings and structures,,1940s,,,,
85,86,Hadrian's Wall,6.4,/wiki/Hadrian%27s_Wall,Civilization,Buildings and structures,,128,,,,
86,87,Erie Canal,6.3,/wiki/Erie_Canal,Civilization,Buildings and structures,,1825,,,,
87,87,Persepolis [b],6.3,/wiki/Persepolis,Civilization,Buildings and structures,,6th century BC,,,,
88,87,United States Capitol,6.3,/wiki/United_States_Capitol,Civilization,Buildings and structures,,1800,,,,
89,90,Washington Monument,6.2,/wiki/Washington_Monument,Civilization,Buildings and structures,,1888,,,,
90,90,Gateway of India,6.2,/wiki/Gateway_of_India,Civilization,Buildings and structures,,1924,,,,
91,92,Qutb Minar,5.9,/wiki/Qutb_Minar,Civilization,Buildings and structures,,~ 1220,,,,
92,92,Alhambra,5.9,/wiki/Alhambra,Civilization,Buildings and structures,,13th century,,,,
93,92,India Gate,5.9,/wiki/India_Gate,Civilization,Buildings and structures,,1921,,,,
94,92,London Underground,5.9,/wiki/London_Underground,Civilization,Buildings and structures,,1863,,,,
95,96,Three Gorges Dam,5.8,/wiki/Three_Gorges_Dam,Civilization,Buildings and structures,,2003,,,,
96,96,Heathrow Airport,5.8,/wiki/Heathrow_Airport,Civilization,Buildings and structures,,1946,,,,
97,96,United States Military Academy,5.8,/wiki/United_States_Military_Academy,Civilization,Buildings and structures,,1802,,,,
98,96,MetLife Stadium,5.8,/wiki/MetLife_Stadium,Civilization,Buildings and structures,,2010,,,,
99,100,Rikers Island prison,5.7,/wiki/Rikers_Island_prison,Civilization,Buildings and structures,,1932,,,,
100,100,Mausoleum at Halicarnassus,5.7,/wiki/Mausoleum_at_Halicarnassus,Civilization,Buildings and structures,,351 BC,,,,
101,100,Führerbunker,5.7,/wiki/F%C3%BChrerbunker,Civilization,Buildings and structures,,1944,,,,
102,100,Alcatraz Federal Penitentiary,5.7,/wiki/Alcatraz_Federal_Penitentiary,Civilization,Buildings and structures,,1934,,,,
103,100,Borobudur,5.7,/wiki/Borobudur,Civilization,Buildings and structures,,9th century,,,,
104,100,Hampi,5.7,/wiki/Hampi,Civilization,Buildings and structures,,1500,,,,
105,100,Konark Sun Temple,5.7,/wiki/Konark_Sun_Temple,Civilization,Buildings and structures,,13th century,,,,
0,1,Donald Trump,243,/wiki/Donald_Trump,People,,,,,,,
1,2,Elizabeth II,198,/wiki/Elizabeth_II,People,,,,,,,
2,3,Barack Obama,163,/wiki/Barack_Obama,People,,,,,,,
3,4,Cristiano Ronaldo,151,/wiki/Cristiano_Ronaldo,People,,,,,,,
4,5,Michael Jackson,141,/wiki/Michael_Jackson,People,,,,,,,
5,6,Elon Musk,135,/wiki/Elon_Musk,People,,,,,,,
6,7,Lady Gaga,129,/wiki/Lady_Gaga,People,,,,,,,
7,7,Adolf Hitler,129,/wiki/Adolf_Hitler,People,,,,,,,
8,9,Eminem,127,/wiki/Eminem,People,,,,,,,
9,10,Lionel Messi,125,/wiki/Lionel_Messi,People,,,,,,,
10,11,Justin Bieber,114,/wiki/Justin_Bieber,People,,,,,,,
11,12,Freddie Mercury,113,/wiki/Freddie_Mercury,People,,,,,,,
12,13,Kim Kardashian,111,/wiki/Kim_Kardashian,People,,,,,,,
13,14,Johnny Depp,109,/wiki/Johnny_Depp,People,,,,,,,
14,15,Steve Jobs,108,/wiki/Steve_Jobs,People,,,,,,,
15,15,Dwayne Johnson,108,/wiki/Dwayne_Johnson,People,,,,,,,
16,17,Michael Jordan,107,/wiki/Michael_Jordan,People,,,,,,,
17,18,Taylor Swift,102,/wiki/Taylor_Swift,People,,,,,,,
18,19,Stephen Hawking,101,/wiki/Stephen_Hawking,People,,,,,,,
19,20,Kanye West,96,/wiki/Kanye_West,People,,,,,,,
20,21,Abraham Lincoln,95,/wiki/Abraham_Lincoln,People,,,,,,,
21,22,LeBron James,94,/wiki/LeBron_James,People,,,,,,,
22,22,Charles III[23],88,/wiki/Charles_III,People,,,,,,,
23,22,Miley Cyrus,94,/wiki/Miley_Cyrus,People,,,,,,,
24,25,Leonardo DiCaprio,93,/wiki/Leonardo_DiCaprio,People,,,,,,,
25,26,Selena Gomez,92,/wiki/Selena_Gomez,People,,,,,,,
26,26,Kobe Bryant,92,/wiki/Kobe_Bryant,People,,,,,,,
27,28,Joe Biden,91,/wiki/Joe_Biden,People,,,,,,,
28,28,Tom Cruise,91,/wiki/Tom_Cruise,People,,,,,,,
29,28,Albert Einstein,91,/wiki/Albert_Einstein,People,,,,,,,
30,28,Rihanna,91,/wiki/Rihanna,People,,,,,,,
31,32,"Prince Philip, Duke of Edinburgh",90,"/wiki/Prince_Philip,_Duke_of_Edinburgh",People,,,,,,,
32,32,Elvis Presley,90,/wiki/Elvis_Presley,People,,,,,,,
33,34,Lil Wayne,89,/wiki/Lil_Wayne,People,,,,,,,
34,34,Scarlett Johansson,89,/wiki/Scarlett_Johansson,People,,,,,,,
35,34,Tupac Shakur,89,/wiki/Tupac_Shakur,People,,,,,,,
36,34,Angelina Jolie,89,/wiki/Angelina_Jolie,People,,,,,,,
37,38,Queen Victoria,88,/wiki/Queen_Victoria,People,,,,,,,
38,38,Jeffrey Dahmer,88,/wiki/Jeffrey_Dahmer,People,,,,,,,
39,40,John F. Kennedy,87,/wiki/John_F._Kennedy,People,,,,,,,
40,41,"Diana, Princess of Wales",86,"/wiki/Diana,_Princess_of_Wales",People,,,,,,,
41,41,Marilyn Monroe,86,/wiki/Marilyn_Monroe,People,,,,,,,
42,43,Keanu Reeves,85,/wiki/Keanu_Reeves,People,,,,,,,
43,43,Ariana Grande,85,/wiki/Ariana_Grande,People,,,,,,,
44,43,Arnold Schwarzenegger,85,/wiki/Arnold_Schwarzenegger,People,,,,,,,
45,46,Jennifer Aniston,84,/wiki/Jennifer_Aniston,People,,,,,,,
46,47,"Meghan, Duchess of Sussex",83,"/wiki/Meghan,_Duchess_of_Sussex",People,,,,,,,
47,47,Muhammad Ali,83,/wiki/Muhammad_Ali,People,,,,,,,
48,47,Will Smith ,83,/wiki/Will_Smith,People,,,,,,,
49,50,Mark Zuckerberg,82,/wiki/Mark_Zuckerberg,People,,,,,,,
50,50,Ted Bundy,82,/wiki/Ted_Bundy,People,,,,,,,
51,50,Pablo Escobar,82,/wiki/Pablo_Escobar,People,,,,,,,
52,50,Mila Kunis,82,/wiki/Mila_Kunis,People,,,,,,,
53,54,William Shakespeare,81,/wiki/William_Shakespeare,People,,,,,,,
54,55,Tom Brady,80,/wiki/Tom_Brady,People,,,,,,,
55,55,Jay-Z[34],80,/wiki/Jay-Z,People,,,,,,,
56,55,Bill Gates,80,/wiki/Bill_Gates,People,,,,,,,
57,58,Winston Churchill,78,/wiki/Winston_Churchill,People,,,,,,,
58,58,Nicki Minaj,78,/wiki/Nicki_Minaj,People,,,,,,,
59,58,Bruce Lee,78,/wiki/Bruce_Lee,People,,,,,,,
60,61,"Princess Margaret, Countess of Snowdon",77,"/wiki/Princess_Margaret,_Countess_of_Snowdon",People,,,,,,,
61,61,Ryan Reynolds,77,/wiki/Ryan_Reynolds,People,,,,,,,
62,61,Brad Pitt,77,/wiki/Brad_Pitt,People,,,,,,,
63,61,John Cena,77,/wiki/John_Cena,People,,,,,,,
64,61,Charles Manson,77,/wiki/Charles_Manson,People,,,,,,,
65,61,Vladimir Putin,77,/wiki/Vladimir_Putin,People,,,,,,,
66,67,Clint Eastwood,76,/wiki/Clint_Eastwood,People,,,,,,,
67,67,Madonna,76,/wiki/Madonna,People,,,,,,,
68,69,Jennifer Lopez,75,/wiki/Jennifer_Lopez,People,,,,,,,
69,69,Katy Perry,75,/wiki/Katy_Perry,People,,,,,,,
70,71,George VI,74,/wiki/George_VI,People,,,,,,,
71,71,Heath Ledger,74,/wiki/Heath_Ledger,People,,,,,,,
72,71,Britney Spears,74,/wiki/Britney_Spears,People,,,,,,,
73,74,Sylvester Stallone,73,/wiki/Sylvester_Stallone,People,,,,,,,
74,74,Adele[35],73,/wiki/Adele,People,,,,,,,
75,74,Prince (musician),73,/wiki/Prince_(musician),People,,,,,,,
76,74,David Bowie,73,/wiki/David_Bowie,People,,,,,,,
77,78,Ronald Reagan,72,/wiki/Ronald_Reagan,People,,,,,,,
78,79,Kamala Harris,71,/wiki/Kamala_Harris,People,,,,,,,
79,79,George W. Bush,71,/wiki/George_W._Bush,People,,,,,,,
80,79,Jennifer Lawrence,71,/wiki/Jennifer_Lawrence,People,,,,,,,
81,79,Mahatma Gandhi,71,/wiki/Mahatma_Gandhi,People,,,,,,,
82,83,Emma Watson,69,/wiki/Emma_Watson,People,,,,,,,
83,84,Robin Williams,68,/wiki/Robin_Williams,People,,,,,,,
84,84,Mark Wahlberg,68,/wiki/Mark_Wahlberg,People,,,,,,,
85,86,Henry VIII,67,/wiki/Henry_VIII,People,,,,,,,
86,86,Beyoncé,67,/wiki/Beyonc%C3%A9,People,,,,,,,
87,86,John Lennon,67,/wiki/John_Lennon,People,,,,,,,
88,86,Nelson Mandela,67,/wiki/Nelson_Mandela,People,,,,,,,
89,90,Demi Lovato,66,/wiki/Demi_Lovato,People,,,,,,,
90,90,Megan Fox,66,/wiki/Megan_Fox,People,,,,,,,
91,90,Roger Federer,66,/wiki/Roger_Federer,People,,,,,,,
92,93,Tom Hardy,65,/wiki/Tom_Hardy,People,,,,,,,
93,93,Leonardo da Vinci,65,/wiki/Leonardo_da_Vinci,People,,,,,,,
94,95,Tom Hanks,64,/wiki/Tom_Hanks,People,,,,,,,
95,95,George Washington,64,/wiki/George_Washington,People,,,,,,,
96,95,Franklin D. Roosevelt,64,/wiki/Franklin_D._Roosevelt,People,,,,,,,
97,95,Mike Tyson,64,/wiki/Mike_Tyson,People,,,,,,,
98,95,Lali Espósito,64,/wiki/Lali_Esp%C3%B3sito,People,,,,,,,
99,100,Bob Marley,63,/wiki/Bob_Marley,People,,,,,,,
100,100,Bill Clinton,63,/wiki/Bill_Clinton,People,,,,,,,
101,100,The Undertaker,63,/wiki/The_Undertaker,People,,,,,,,
102,100,Mariah Carey,63,/wiki/Mariah_Carey,People,,,,,,,
103,100,Kristen Stewart,63,/wiki/Kristen_Stewart,People,,,,,,,
104,100,Natalie Portman,63,/wiki/Natalie_Portman,People,,,,,,,
105,100,Snoop Dogg,63,/wiki/Snoop_Dogg,People,,,,,,,
0,1,Michael Jackson,141,/wiki/Michael_Jackson,People,Singers,,,,,,
1,2,Lady Gaga,129,/wiki/Lady_Gaga,People,Singers,,,,,,
2,3,Eminem,127,/wiki/Eminem,People,Singers,,,,,,
3,4,Justin Bieber,114,/wiki/Justin_Bieber,People,Singers,,,,,,
4,5,Freddie Mercury,113,/wiki/Freddie_Mercury,People,Singers,,,,,,
5,6,Taylor Swift,102,/wiki/Taylor_Swift,People,Singers,,,,,,
6,7,Kanye West,96,/wiki/Kanye_West,People,Singers,,,,,,
7,8,Miley Cyrus,94,/wiki/Miley_Cyrus,People,Singers,,,,,,
8,9,Selena Gomez,92,/wiki/Selena_Gomez,People,Singers,,,,,,
9,10,Rihanna,91,/wiki/Rihanna,People,Singers,,,,,,
10,11,Elvis Presley,90,/wiki/Elvis_Presley,People,Singers,,,,,,
11,12,Lil Wayne,89,/wiki/Lil_Wayne,People,Singers,,,,,,
12,12,Tupac Shakur,89,/wiki/Tupac_Shakur,People,Singers,,,,,,
13,14,Ariana Grande,85,/wiki/Ariana_Grande,People,Singers,,,,,,
14,15,Jay-Z[27],80,/wiki/Jay-Z,People,Singers,,,,,,
15,16,Nicki Minaj,78,/wiki/Nicki_Minaj,People,Singers,,,,,,
16,17,Madonna,76,/wiki/Madonna,People,Singers,,,,,,
17,18,Katy Perry,75,/wiki/Katy_Perry,People,Singers,,,,,,
18,18,Jennifer Lopez,75,/wiki/Jennifer_Lopez,People,Singers,,,,,,
19,20,Britney Spears,74,/wiki/Britney_Spears,People,Singers,,,,,,
20,21,Adele[35],73,/wiki/Adele,People,Singers,,,,,,
21,21,David Bowie,73,/wiki/David_Bowie,People,Singers,,,,,,
22,23,Prince,72,/wiki/Prince_(musician),People,Singers,,,,,,
23,24,Beyoncé,67,/wiki/Beyonc%C3%A9,People,Singers,,,,,,
24,24,John Lennon,67,/wiki/John_Lennon,People,Singers,,,,,,
25,26,Demi Lovato,66,/wiki/Demi_Lovato,People,Singers,,,,,,
26,27,Lali Espósito,64,/wiki/Lali_Esp%C3%B3sito,People,Singers,,,,,,
27,28,Bob Marley,63,/wiki/Bob_Marley,People,Singers,,,,,,
28,28,Mariah Carey,63,/wiki/Mariah_Carey,People,Singers,,,,,,
29,28,Snoop Dogg,63,/wiki/Snoop_Dogg,People,Singers,,,,,,
0,1,Kim Kardashian,111,/wiki/Kim_Kardashian,People,Actors,,,,,,
1,2,Johnny Depp,109,/wiki/Johnny_Depp,People,Actors,,,,,,
2,3,Dwayne Johnson,108,/wiki/Dwayne_Johnson,People,Actors,,,,,,
3,4,Leonardo DiCaprio,93,/wiki/Leonardo_DiCaprio,People,Actors,,,,,,
4,5,Tom Cruise,91,/wiki/Tom_Cruise,People,Actors,,,,,,
5,6,Angelina Jolie,89,/wiki/Angelina_Jolie,People,Actors,,,,,,
6,6,Scarlett Johansson,89,/wiki/Scarlett_Johansson,People,Actors,,,,,,
7,8,Marilyn Monroe,86,/wiki/Marilyn_Monroe,People,Actors,,,,,,
8,9,Keanu Reeves,85,/wiki/Keanu_Reeves,People,Actors,,,,,,
9,9,Arnold Schwarzenegger,85,/wiki/Arnold_Schwarzenegger,People,Actors,,,,,,
10,11,Jennifer Aniston,84,/wiki/Jennifer_Aniston,People,Actors,,,,,,
11,12,Meghan Markle,83,/wiki/Meghan_Markle,People,Actors,,,,,,
12,12,Will Smith,83,/wiki/Will_Smith,People,Actors,,,,,,
13,14,Mila Kunis,82,/wiki/Mila_Kunis,People,Actors,,,,,,
14,15,Bruce Lee,78,/wiki/Bruce_Lee,People,Actors,,,,,,
15,16,Brad Pitt,77,/wiki/Brad_Pitt,People,Actors,,,,,,
16,16,Ryan Reynolds,77,/wiki/Ryan_Reynolds,People,Actors,,,,,,
17,18,Clint Eastwood,76,/wiki/Clint_Eastwood,People,Actors,,,,,,
18,19,Heath Ledger,74,/wiki/Heath_Ledger,People,Actors,,,,,,
19,20,Sylvester Stallone,73,/wiki/Sylvester_Stallone,People,Actors,,,,,,
20,21,Jennifer Lawrence,71,/wiki/Jennifer_Lawrence,People,Actors,,,,,,
21,22,Emma Watson,69,/wiki/Emma_Watson,People,Actors,,,,,,
22,23,Mark Wahlberg,68,/wiki/Mark_Wahlberg,People,Actors,,,,,,
23,23,Robin Williams,68,/wiki/Robin_Williams,People,Actors,,,,,,
24,25,Megan Fox,66,/wiki/Megan_Fox,People,Actors,,,,,,
25,26,Tom Hardy,65,/wiki/Tom_Hardy,People,Actors,,,,,,
26,27,Tom Hanks,64,/wiki/Tom_Hanks,People,Actors,,,,,,
27,28,Kristen Stewart,63,/wiki/Kristen_Stewart,People,Actors,,,,,,
28,28,Natalie Portman,63,/wiki/Natalie_Portman,People,Actors,,,,,,
29,28,The Undertaker,63,/wiki/The_Undertaker,People,Actors,,,,,,
0,1,Cristiano Ronaldo,151,/wiki/Association_football,People,Athletes,,,Association football,,,
