rank,title,views_mn,href,group,subgroup,continent,data_completed,sport,country,time,artist
29,Ronda Rousey,38,/wiki/Ronda_Rousey,People,Athletes,,,"Judo, MMA and pro wrestling",,,
30,Michael Oher,37,/wiki/Michael_Oher,People,Athletes,,,American football,,,
30,Wayne Rooney,37,/wiki/Wayne_Rooney,People,Athletes,,,Association football,,,
30,Ronaldinho,37,/wiki/Ronaldinho,People,Athletes,,,Association football,,,
30,Ronaldo,37,/wiki/Ronaldo_(Brazilian_footballer),People,Athletes,,,Association football,,,
1,Donald Trump,243,/wiki/Donald_Trump,People,Political leaders,,,,United States,,
2,Elizabeth II,198,/wiki/Elizabeth_II,People,Political leaders,,,,United Kingdom,,
3,Barack Obama,163,/wiki/Barack_Obama,People,Political leaders,,,,United States,,
4,Adolf Hitler,129,/wiki/Adolf_Hitler,People,Political leaders,,,,Nazi Germany,,
5,Abraham Lincoln,95,/wiki/Abraham_Lincoln,People,Political leaders,,,,United States,,
6,Charles III[23],94,/wiki/Charles_III,People,Political leaders,,,,United Kingdom,,
7,Joe Biden,91,/wiki/Joe_Biden,People,Political leaders,,,,United States,,
8,"Prince Philip, Duke of Edinburgh",90,"/wiki/Prince_Philip,_Duke_of_Edinburgh",People,Political leaders,,,,United Kingdom,,
9,Queen Victoria,88,/wiki/Queen_Victoria,People,Political leaders,,,,United Kingdom,,
10,John F. Kennedy,87,/wiki/John_F._Kennedy,People,Political leaders,,,,United States,,
11,"Diana, Princess of Wales",86,"/wiki/Diana,_Princess_of_Wales",People,Political leaders,,,,United Kingdom,,
12,"Meghan, Duchess of Sussex",83,"/wiki/Meghan,_Duchess_of_Sussex",People,Political leaders,,,,United Kingdom,,
13,Winston Churchill,78,/wiki/Winston_Churchill,People,Political leaders,,,,United Kingdom,,
14,Vladimir Putin,77,/wiki/Vladimir_Putin,People,Political leaders,,,,Russia,,
14,"Princess Margaret, Countess of Snowdon",77,"/wiki/Princess_Margaret,_Countess_of_Snowdon",People,Political leaders,,,,United Kingdom,,
16,George VI,74,/wiki/George_VI,People,Political leaders,,,,United Kingdom,,
17,Ronald Reagan,72,/wiki/Ronald_Reagan,People,Political leaders,,,,United States,,
18,Kamala Harris,71,/wiki/Kamala_Harris,People,Political leaders,,,,United States,,
18,Mahatma Gandhi,71,/wiki/Mahatma_Gandhi,People,Political leaders,,,,India,,
18,George W. Bush,71,/wiki/George_W._Bush,People,Political leaders,,,,United States,,
21,Henry VIII of England,67,/wiki/Henry_VIII_of_England,People,Political leaders,,,,United Kingdom,,
21,Nelson Mandela,67,/wiki/Nelson_Mandela,People,Political leaders,,,,South Africa,,
23,Franklin D. Roosevelt,64,/wiki/Franklin_D._Roosevelt,People,Political leaders,,,,United States,,
23,George Washington,64,/wiki/George_Washington,People,Political leaders,,,,United States,,
25,Bill Clinton,63,/wiki/Bill_Clinton,People,Political leaders,,,,United States,,
26,Joseph Stalin,60,/wiki/Joseph_Stalin,People,Political leaders,,,,Soviet Union,,
27,Elizabeth I,58,/wiki/Elizabeth_I,People,Political leaders,,,,United Kingdom,,
28,George H. W. Bush,57,/wiki/George_H._W._Bush,People,Political leaders,,,,United States,,
29,Alexander Hamilton,56,/wiki/Alexander_Hamilton,People,Political leaders,,,,United States,,
29,Edward VIII,56,/wiki/Edward_VIII,People,Political leaders,,,,United Kingdom,,
29,Margaret Thatcher,56,/wiki/Margaret_Thatcher,People,Political leaders,,,,United Kingdom,,
1,Jesus,59,/wiki/Jesus,People,Pre-modern people,,,,,4 BC − 30/33 AD,
2,Alexander the Great,55,/wiki/Alexander_the_Great,People,Pre-modern people,,,,,356 – 323 BC,
3,Muhammad,51,/wiki/Muhammad,People,Pre-modern people,,,,,570 – 623 AD,
4,Julius Caesar,49,/wiki/Julius_Caesar,People,Pre-modern people,,,,,100 – 44 BC,
5,Genghis Khan,44,/wiki/Genghis_Khan,People,Pre-modern people,,,,,1162 – 1227 AD,
6,Gautama Buddha,37,/wiki/Gautama_Buddha,People,Pre-modern people,,,,,6th – 4th centuries BC,
7,Aristotle,34,/wiki/Aristotle,People,Pre-modern people,,,,,384 – 322 BC,
8,Plato,30,/wiki/Plato,People,Pre-modern people,,,,,428/427 or 424/423 – 348/347 BC,
8,King Arthur [a],30,/wiki/King_Arthur,People,Pre-modern people,,,,,5th – 6th centuries AD,
10,Joan of Arc,29,/wiki/Joan_of_Arc,People,Pre-modern people,,,,,1412 – 1431 AD,
11,Socrates,28,/wiki/Socrates,People,Pre-modern people,,,,,470/469 – 399 BC,
12,Spartacus,27,/wiki/Spartacus,People,Pre-modern people,,,,,111 – 71 BC,
13,Charlemagne,26,/wiki/Charlemagne,People,Pre-modern people,,,,,742/748 – 814 AD,
13,Tutankhamun,26,/wiki/Tutankhamun,People,Pre-modern people,,,,,c. 1341 – c. 1323 BC,
13,Ragnar Lodbrok [a],26,/wiki/Ragnar_Lodbrok,People,Pre-modern people,,,,,9th century AD,
13,Augustus,26,/wiki/Augustus,People,Pre-modern people,,,,,63 BC – AD 14,
17,William Wallace,24,/wiki/William_Wallace,People,Pre-modern people,,,,,1270 – 1305 AD,
17,Moses [b],24,/wiki/Moses,People,Pre-modern people,,,,,14th – 13th centuries BC,
19,Nero,23,/wiki/Nero,People,Pre-modern people,,,,,37 AD – 68 AD,
19,Marco Polo,23,/wiki/Marco_Polo,People,Pre-modern people,,,,,1254 – 1324 AD,
21,Alfred the Great,22,/wiki/Alfred_the_Great,People,Pre-modern people,,,,,c. 848-899 AD,
21,Caligula,22,/wiki/Caligula,People,Pre-modern people,,,,,12 AD – 41 AD,
23,Robin Hood [a],21,/wiki/Robin_Hood,People,Pre-modern people,,,,,12th – 14th centuries AD,
24,Cleopatra[c],20,/wiki/Cleopatra,People,Pre-modern people,,,,,69 – 30 BC,
25,Henry V of England,19,/wiki/Henry_V_of_England,People,Pre-modern people,,,,,1386 – 1422 AD,
25,Hannibal,19,/wiki/Hannibal,People,Pre-modern people,,,,,247 – 183/181 BC,
25,Abraham [b],19,/wiki/Abraham,People,Pre-modern people,,,,,19th – 17th centuries BC,
28,David,18,/wiki/David,People,Pre-modern people,,,,,1010 - 970 BC,
28,Confucius,18,/wiki/Confucius,People,Pre-modern people,,,,,551 – 479 BC,
28,Marcus Aurelius,18,/wiki/Marcus_Aurelius,People,Pre-modern people,,,,,121 - 180 AD,
28,William the Conqueror,18,/wiki/William_the_Conqueror,People,Pre-modern people,,,,,11th century AD,
28,Ashoka,18,/wiki/Ashoka,People,Pre-modern people,,,,,304 – 222 BC,
1,Billie Eilish,52,/wiki/Billie_Eilish,People,3rd-millennium people,,,,,,
2,Millie Bobby Brown ,38,/wiki/Millie_Bobby_Brown,People,3rd-millennium people,,,,,,
3,Willow Smith,24,/wiki/Willow_Smith,People,3rd-millennium people,,,,,,
4,Erling Haaland,18,/wiki/Erling_Haaland,People,3rd-millennium people,,,,,,
5,Maddie Ziegler,17,/wiki/Maddie_Ziegler,People,3rd-millennium people,,,,,,
5,Greta Thunberg,17,/wiki/Greta_Thunberg,People,3rd-millennium people,,,,,,
5,Jojo Siwa,17,/wiki/Jojo_Siwa,People,3rd-millennium people,,,,,,
8,Jenna Ortega,16,/wiki/Jenna_Ortega,People,3rd-millennium people,,,,,,
9,Prince George of Cambridge,15,/wiki/Prince_George_of_Cambridge,People,3rd-millennium people,,,,,,
10,Lil Pump,14,/wiki/Lil_Pump,People,3rd-millennium people,,,,,,
10,Bhad Bhabie,14,/wiki/Bhad_Bhabie,People,3rd-millennium people,,,,,,
10,Noah Cyrus,14,/wiki/Noah_Cyrus,People,3rd-millennium people,,,,,,
13,Finn Wolfhard,13,/wiki/Finn_Wolfhard,People,3rd-millennium people,,,,,,
13,Olivia Rodrigo,13,/wiki/Olivia_Rodrigo,People,3rd-millennium people,,,,,,
13,Gaten Matarazzo,13,/wiki/Gaten_Matarazzo,People,3rd-millennium people,,,,,,
16,Charli D'Amelio,11,/wiki/Charli_D%27Amelio,People,3rd-millennium people,,,,,,
[a],Barron Trump,11,/wiki/Barron_Trump,People,3rd-millennium people,,,,,,
17,Isabela Merced,10,/wiki/Isabela_Merced,People,3rd-millennium people,,,,,,
17,Princess Charlotte of Cambridge,10,/wiki/Princess_Charlotte_of_Cambridge,People,3rd-millennium people,,,,,,
19,Lady Louise Windsor,10,/wiki/Lady_Louise_Windsor,People,3rd-millennium people,,,,,,
20,LaMelo Ball,10,/wiki/LaMelo_Ball,People,3rd-millennium people,,,,,,
20,Zion Williamson,10,/wiki/Zion_Williamson,People,3rd-millennium people,,,,,,
22,Jacob Tremblay,9.5,/wiki/Jacob_Tremblay,People,3rd-millennium people,,,,,,
23,Emma Raducanu,9.3,/wiki/Emma_Raducanu,People,3rd-millennium people,,,,,,
24,Jadon Sancho,9.1,/wiki/Jadon_Sancho,People,3rd-millennium people,,,,,,
25,Mackenzie Foy,8.7,/wiki/Mackenzie_Foy,People,3rd-millennium people,,,,,,
26,Mckenna Grace,8.6,/wiki/Mckenna_Grace,People,3rd-millennium people,,,,,,
27,Jackie Evancho,8.3,/wiki/Jackie_Evancho,People,3rd-millennium people,,,,,,
28,"James, Viscount Severn",8.1,"/wiki/James,_Viscount_Severn",People,3rd-millennium people,,,,,,
29,Yara Shahidi,8.0,/wiki/Yara_Shahidi,People,3rd-millennium people,,,,,,
1,Manchester United F.C.,81,/wiki/Manchester_United_F.C.,Entertainment,Sport teams,,,,,,
2,FC Barcelona,61,/wiki/FC_Barcelona,Entertainment,Sport teams,,,,,,
3,Chelsea F.C.,59,/wiki/Chelsea_F.C.,Entertainment,Sport teams,,,,,,
4,Real Madrid C.F.,57,/wiki/Real_Madrid_C.F.,Entertainment,Sport teams,,,,,,
5,Arsenal F.C.,55,/wiki/Arsenal_F.C.,Entertainment,Sport teams,,,,,,
6,Liverpool F.C.,54,/wiki/Liverpool_F.C.,Entertainment,Sport teams,,,,,,
7,Manchester City F.C.,42,/wiki/Manchester_City_F.C.,Entertainment,Sport teams,,,,,,
8,Tottenham Hotspur F.C.,35,/wiki/Tottenham_Hotspur_F.C.,Entertainment,Sport teams,,,,,,
8,Brazil national football team,35,/wiki/Brazil_national_football_team,Entertainment,Sport teams,,,,,,
10,England national football team,34,/wiki/England_national_football_team,Entertainment,Sport teams,,,,,,
11,Juventus F.C.,33,/wiki/Juventus_F.C.,Entertainment,Sport teams,,,,,,
12,A.C. Milan,32,/wiki/A.C._Milan,Entertainment,Sport teams,,,,,,
13,FC Bayern Munich,30,/wiki/FC_Bayern_Munich,Entertainment,Sport teams,,,,,,
14,Paris Saint-Germain F.C.,29,/wiki/Paris_Saint-Germain_F.C.,Entertainment,Sport teams,,,,,,
14,Germany national football team,29,/wiki/Germany_national_football_team,Entertainment,Sport teams,,,,,,
14,Argentina national football team,29,/wiki/Argentina_national_football_team,Entertainment,Sport teams,,,,,,
17,New England Patriots,28,/wiki/New_England_Patriots,Entertainment,Sport teams,,,,,,
18,Los Angeles Lakers,27,/wiki/Los_Angeles_Lakers,Entertainment,Sport teams,,,,,,
19,France national football team,26,/wiki/France_national_football_team,Entertainment,Sport teams,,,,,,
20,Spain national football team,25,/wiki/Spain_national_football_team,Entertainment,Sport teams,,,,,,
21,Golden State Warriors,24,/wiki/Golden_State_Warriors,Entertainment,Sport teams,,,,,,
22,Borussia Dortmund,23,/wiki/Borussia_Dortmund,Entertainment,Sport teams,,,,,,
23,Italy national football team,21,/wiki/Italy_national_football_team,Entertainment,Sport teams,,,,,,
24,Leicester F.C.,20,/wiki/Leicester_F.C.,Entertainment,Sport teams,,,,,,
24,Newcastle United F.C.,20,/wiki/Newcastle_United_F.C.,Entertainment,Sport teams,,,,,,
24,West Ham United F.C.,20,/wiki/West_Ham_United_F.C.,Entertainment,Sport teams,,,,,,
24,Inter Milan,20,/wiki/Inter_Milan,Entertainment,Sport teams,,,,,,
24,Rangers F.C.,20,/wiki/Rangers_F.C.,Entertainment,Sport teams,,,,,,
29,New York Yankees,19,/wiki/New_York_Yankees,Entertainment,Sport teams,,,,,,
29,Green Bay Packers,19,/wiki/Green_Bay_Packers,Entertainment,Sport teams,,,,,,
29,Aston Villa F.C.,19,/wiki/Aston_Villa_F.C.,Entertainment,Sport teams,,,,,,
1,Game of Thrones[43],122,/wiki/Game_of_Thrones,Entertainment,Films and TV series,,,,,,
2,The Big Bang Theory[44],103,/wiki/The_Big_Bang_Theory,Entertainment,Films and TV series,,,,,,
3,Star Wars,94,/wiki/Star_Wars,Entertainment,Films and TV series,,,,,,
4,The Walking Dead,90,/wiki/The_Walking_Dead_(TV_series),Entertainment,Films and TV series,,,,,,
5,How I Met Your Mother,85,/wiki/How_I_Met_Your_Mother,Entertainment,Films and TV series,,,,,,
6,Breaking Bad,84,/wiki/Breaking_Bad,Entertainment,Films and TV series,,,,,,
7,Grey's Anatomy,74,/wiki/Grey%27s_Anatomy,Entertainment,Films and TV series,,,,,,
8,Glee,72,/wiki/Glee_(TV_series),Entertainment,Films and TV series,,,,,,
9,Doctor Who,71,/wiki/Doctor_Who,Entertainment,Films and TV series,,,,,,
10,Harry Potter,62,/wiki/Harry_Potter_(film_series),Entertainment,Films and TV series,,,,,,
10,Friends,62,/wiki/Friends,Entertainment,Films and TV series,,,,,,
12,Avatar,61,/wiki/Avatar_(2009_film),Entertainment,Films and TV series,,,,,,
13,The Avengers,60,/wiki/The_Avengers_(2012_film),Entertainment,Films and TV series,,,,,,
14,Naruto,59,/wiki/Naruto,Entertainment,Films and TV series,,,,,,
14,Avengers: Endgame,59,/wiki/Avengers:_Endgame,Entertainment,Films and TV series,,,,,,
16,Lost,56,/wiki/Lost_(TV_series),Entertainment,Films and TV series,,,,,,
17,Family Guy,55,/wiki/Family_Guy,Entertainment,Films and TV series,,,,,,
18,Dexter,54,/wiki/Dexter_(TV_series),Entertainment,Films and TV series,,,,,,
19,Titanic ,53,/wiki/Titanic_(1997_film),Entertainment,Films and TV series,,,,,,
19,House,53,/wiki/House_(TV_series),Entertainment,Films and TV series,,,,,,
21,Avengers: Infinity War,52,/wiki/Avengers:_Infinity_War,Entertainment,Films and TV series,,,,,,
21,Stranger Things,52,/wiki/Stranger_Things,Entertainment,Films and TV series,,,,,,
21,The Vampire Diaries,52,/wiki/The_Vampire_Diaries,Entertainment,Films and TV series,,,,,,
24,American Horror Story,51,/wiki/American_Horror_Story,Entertainment,Films and TV series,,,,,,
24,X-Men: Evolution,51,/wiki/X-Men:_Evolution,Entertainment,Films and TV series,,,,,,
26,The Simpsons,50,/wiki/The_Simpsons,Entertainment,Films and TV series,,,,,,
26,The Dark Knight Rises,50,/wiki/The_Dark_Knight_Rises,Entertainment,Films and TV series,,,,,,
28,Sherlock,49,/wiki/Sherlock_(TV_series),Entertainment,Films and TV series,,,,,,
28,Sons of Anarchy,49,/wiki/Sons_of_Anarchy,Entertainment,Films and TV series,,,,,,
28,Modern Family,49,/wiki/Modern_Family,Entertainment,Films and TV series,,,,,,
28,NCIS,49,/wiki/NCIS_(TV_series),Entertainment,Films and TV series,,,,,,
1,The Beatles,116,/wiki/The_Beatles,Entertainment,Music bands,,,,,,
2,One Direction,63,/wiki/One_Direction,Entertainment,Music bands,,,,,,
2,BTS,63,/wiki/BTS,Entertainment,Music bands,,,,,,
4,Queen,56,/wiki/Queen_(band),Entertainment,Music bands,,,,,,
5,Pink Floyd,51,/wiki/Pink_Floyd,Entertainment,Music bands,,,,,,
6,Metallica,50,/wiki/Metallica,Entertainment,Music bands,,,,,,
7,Linkin Park,47,/wiki/Linkin_Park,Entertainment,Music bands,,,,,,
8,Exo,45,/wiki/Exo,Entertainment,Music bands,,,,,,
8,Led Zeppelin,45,/wiki/Led_Zeppelin,Entertainment,Music bands,,,,,,
10,Red Hot Chili Peppers,44,/wiki/Red_Hot_Chili_Peppers,Entertainment,Music bands,,,,,,
11,AC/DC,42,/wiki/AC/DC,Entertainment,Music bands,,,,,,
12,The Rolling Stones,39,/wiki/The_Rolling_Stones,Entertainment,Music bands,,,,,,
13,Coldplay,37,/wiki/Coldplay,Entertainment,Music bands,,,,,,
14,Fleetwood Mac,35,/wiki/Fleetwood_Mac,Entertainment,Music bands,,,,,,
14,Daft Punk,35,/wiki/Daft_Punk,Entertainment,Music bands,,,,,,
14,Slipknot,35,/wiki/Slipknot_(band),Entertainment,Music bands,,,,,,
17,Nirvana,34,/wiki/Nirvana_(band),Entertainment,Music bands,,,,,,
18,ABBA,33,/wiki/ABBA,Entertainment,Music bands,,,,,,
18,Spice Girls,33,/wiki/Spice_Girls,Entertainment,Music bands,,,,,,
18,Jonas Brothers,33,/wiki/Jonas_Brothers,Entertainment,Music bands,,,,,,
18,Green Day,33,/wiki/Green_Day,Entertainment,Music bands,,,,,,
18,Guns N' Roses,33,/wiki/Guns_N%27_Roses,Entertainment,Music bands,,,,,,
23,Bee Gees,32,/wiki/Bee_Gees,Entertainment,Music bands,,,,,,
24,Foo Fighters,31,/wiki/Foo_Fighters,Entertainment,Music bands,,,,,,
24,Iron Maiden,31,/wiki/Iron_Maiden,Entertainment,Music bands,,,,,,
24,Gorillaz,31,/wiki/Gorillaz,Entertainment,Music bands,,,,,,
24,Backstreet Boys,31,/wiki/Backstreet_Boys,Entertainment,Music bands,,,,,,
28,Kiss,30,/wiki/Kiss_(band),Entertainment,Music bands,,,,,,
29,Girls' Generation,29,/wiki/Girls%27_Generation,Entertainment,Music bands,,,,,,
29,N.W.A,29,/wiki/N.W.A,Entertainment,Music bands,,,,,,
1,Sgt. Pepper's Lonely Hearts Club Band[45],18,/wiki/Sgt._Pepper%27s_Lonely_Hearts_Club_Band,Entertainment,Albums,,,,,,Beatles
2,The Dark Side of the Moon,17,/wiki/The_Dark_Side_of_the_Moon,Entertainment,Albums,,,,,,Pink Floyd
3,Thriller[46],16,/wiki/Thriller_(Michael_Jackson_album),Entertainment,Albums,,,,,,Michael Jackson
4,Recovery[47],15,/wiki/Recovery_(Eminem_album),Entertainment,Albums,,,,,,Eminem
4,My Beautiful Dark Twisted Fantasy,15,/wiki/My_Beautiful_Dark_Twisted_Fantasy,Entertainment,Albums,,,,,,Kanye West
4,Abbey Road,15,/wiki/Abbey_Road,Entertainment,Albums,,,,,,Beatles
4,The Beatles,15,/wiki/The_Beatles_(album),Entertainment,Albums,,,,,,Beatles
8,XXXX (album),14,/wiki/XXXX_(album),Entertainment,Albums,,,,,,You Say Party
8,The Wall,14,/wiki/The_Wall,Entertainment,Albums,,,,,,Pink Floyd
10,21,13,/wiki/21_(Adele_album),Entertainment,Albums,,,,,,Adele
11,Nevermind,12,/wiki/Nevermind,Entertainment,Albums,,,,,,Nirvana
11,Let It Be (Beatles album),12,/wiki/Let_It_Be_(Beatles_album),Entertainment,Albums,,,,,,Beatles
13,The Marshall Mathers LP,11,/wiki/The_Marshall_Mathers_LP,Entertainment,Albums,,,,,,Eminem
13,Watch the Throne,11,/wiki/Watch_the_Throne,Entertainment,Albums,,,,,,Jay-Z & Kanye West
15,Led Zeppelin IV,10,/wiki/Led_Zeppelin_IV,Entertainment,Albums,,,,,,Led Zeppelin
16,808s & Heartbreak,9.5,/wiki/808s_%26_Heartbreak,Entertainment,Albums,,,,,,Kanye West
17,1989,9.4,/wiki/1989_(Taylor_Swift_album),Entertainment,Albums,,,,,,Taylor Swift
18,Rubber Soul,9.3,/wiki/Rubber_Soul,Entertainment,Albums,,,,,,Beatles
19,Red,9.2,/wiki/Red_(Taylor_Swift_album),Entertainment,Albums,,,,,,Taylor Swift
20,Fearless,9.0,/wiki/Fearless_(Taylor_Swift_album),Entertainment,Albums,,,,,,Taylor Swift
20,Metallica,9.0,/wiki/Metallica_(album),Entertainment,Albums,,,,,,Metallica
22,The Slim Shady LP,8.8,/wiki/The_Slim_Shady_LP,Entertainment,Albums,,,,,,Eminem
22,Graduation,8.8,/wiki/Graduation_(album),Entertainment,Albums,,,,,,Kanye West
24,The Eminem Show,8.7,/wiki/The_Eminem_Show,Entertainment,Albums,,,,,,Eminem
25,Wish You Were Here,8.5,/wiki/Wish_You_Were_Here_(Pink_Floyd_album),Entertainment,Albums,,,,,,Pink Floyd
25,Teenage Dream,8.5,/wiki/Teenage_Dream_(Katy_Perry_album),Entertainment,Albums,,,,,,Katy Perry
25,"Good Kid, M.A.A.D City",8.5,"/wiki/Good_Kid,_M.A.A.D_City",Entertainment,Albums,,,,,,Kendrick Lamar
28,Bad,8.4,/wiki/Bad_(album),Entertainment,Albums,,,,,,Michael Jackson
28,Yeezus,8.4,/wiki/Yeezus,Entertainment,Albums,,,,,,Kanye West
30,25 (Adele album),8.3,/wiki/25_(Adele_album),Entertainment,Albums,,,,,,Adele
30,Hybrid Theory,8.3,/wiki/Hybrid_Theory,Entertainment,Albums,,,,,,Linkin Park
1,Gangnam Style,22,/wiki/Gangnam_Style,Entertainment,Singles,,,,,,PSY
2,Bohemian Rhapsody,18,/wiki/Bohemian_Rhapsody,Entertainment,Singles,,,,,,Queen
3, Hallelujah,14,/wiki/Hallelujah_(Leonard_Cohen_song),Entertainment,Singles,,,,,,Leonard Cohen
4,We Are the World,13,/wiki/We_Are_the_World,Entertainment,Singles,,,,,,USA for Africa
5,Amazing Grace,10,/wiki/Amazing_Grace,Entertainment,Singles,,,,,,various artists
6,Supercalifragilisticexpialidocious,9.6,/wiki/Supercalifragilisticexpialidocious,Entertainment,Singles,,,,,,Julie Andrews & Dick Van Dyke
6,Stairway to Heaven,9.6,/wiki/Stairway_to_Heaven,Entertainment,Singles,,,,,,Led Zeppelin
8,Hotel California,9.3,/wiki/Hotel_California,Entertainment,Singles,,,,,,Eagles
10,American Pie,9.2,/wiki/American_Pie_(song),Entertainment,Singles,,,,,,Don McLean
9,Despacito,9.1,/wiki/Despacito,Entertainment,Singles,,,,,,Luis Fonsi
11,Hey Jude,8.4,/wiki/Hey_Jude,Entertainment,Singles,,,,,,Beatles
12,The Sound of Silence,7.8,/wiki/The_Sound_of_Silence,Entertainment,Singles,,,,,,Simon & Garfunkel
13,Stan,7.5,/wiki/Stan_(song),Entertainment,Singles,,,,,,Eminem
14,We Didn't Start the Fire,7.3,/wiki/We_Didn%27t_Start_the_Fire,Entertainment,Singles,,,,,,Billy Joel
15,Billie Jean,7.1,/wiki/Billie_Jean,Entertainment,Singles,,,,,,Michael Jackson
15,I Will Always Love You,7.1,/wiki/I_Will_Always_Love_You,Entertainment,Singles,,,,,,Whitney Houston
17,Blurred Lines,6.7,/wiki/Blurred_Lines,Entertainment,Singles,,,,,,Robin Thicke
17,Hurt,6.7,/wiki/Hurt_(Nine_Inch_Nails_song),Entertainment,Singles,,,,,,Nine Inch Nails
17,Hello,6.7,/wiki/Hello_(Adele_song),Entertainment,Singles,,,,,,Adele
20,Never Gonna Give You Up,6.5,/wiki/Never_Gonna_Give_You_Up,Entertainment,Singles,,,,,,Rick Astley
21,In the Air Tonight,6.2,/wiki/In_the_Air_Tonight,Entertainment,Singles,,,,,,Phil Collins
22,The House of the Rising Sun,5.9,/wiki/The_House_of_the_Rising_Sun,Entertainment,Singles,,,,,,The Animals
23,Beat It,5.8,/wiki/Beat_It,Entertainment,Singles,,,,,,Michael Jackson
23,Baby,5.8,/wiki/Baby_(Justin_Bieber_song),Entertainment,Singles,,,,,,Justin Bieber
25,All I Want for Christmas Is You,5.7,/wiki/All_I_Want_for_Christmas_Is_You,Entertainment,Singles,,,,,,Mariah Carey
26,Killing Me Softly with His Song,5.6,/wiki/Killing_Me_Softly_with_His_Song,Entertainment,Singles,,,,,,Roberta Flack
27,Blinded by the Light,5.5,/wiki/Blinded_by_the_Light,Entertainment,Singles,,,,,,Manfred Mann's Earth Band
27,Old Town Road,5.5,/wiki/Old_Town_Road,Entertainment,Singles,,,,,,Lil Nas X
27,Layla,5.5,/wiki/Layla,Entertainment,Singles,,,,,,Eric Clapton
30,Africa,5.4,/wiki/Africa_(Toto_song),Entertainment,Singles,,,,,,Toto
1,Minecraft,46,/wiki/Minecraft,Entertainment,Video games,,,,,,
2,Grand Theft Auto V,34,/wiki/Grand_Theft_Auto_V,Entertainment,Video games,,,,,,
3,Grand Theft Auto IV,25,/wiki/Grand_Theft_Auto_IV,Entertainment,Video games,,,,,,
4,Sword Art Online,21,/wiki/Sword_Art_Online,Entertainment,Video games,,,,,,
5,Roblox,19,/wiki/Roblox,Entertainment,Video games,,,,,,
5,Code Geass,19,/wiki/Code_Geass,Entertainment,Video games,,,,,,
7,League of Legends,17,/wiki/League_of_Legends,Entertainment,Video games,,,,,,
8,Cyberpunk 2077,15,/wiki/Cyberpunk_2077,Entertainment,Video games,,,,,,
8,Red Dead Redemption 2,15,/wiki/Red_Dead_Redemption_2,Entertainment,Video games,,,,,,
10,The Last of Us,14,/wiki/The_Last_of_Us,Entertainment,Video games,,,,,,
11,Pokémon Go,13,/wiki/Pok%C3%A9mon_Go,Entertainment,Video games,,,,,,
12,The Witcher 3: Wild Hunt,12,/wiki/The_Witcher_3:_Wild_Hunt,Entertainment,Video games,,,,,,
12,Death Stranding,12,/wiki/Death_Stranding,Entertainment,Video games,,,,,,
12,The Last of Us Part II,12,/wiki/The_Last_of_Us_Part_II,Entertainment,Video games,,,,,,
15,High School DxD,11,/wiki/High_School_DxD,Entertainment,Video games,,,,,,
15,God of War (2018 video game),11,/wiki/God_of_War_(2018_video_game),Entertainment,Video games,,,,,,
17,Horizon Zero Dawn,10,/wiki/Horizon_Zero_Dawn,Entertainment,Video games,,,,,,
17,Grand Theft Auto: San Andreas,10,/wiki/Grand_Theft_Auto:_San_Andreas,Entertainment,Video games,,,,,,
19,Fallout 4,9.5,/wiki/Fallout_4,Entertainment,Video games,,,,,,
19,Until Dawn,9.5,/wiki/Until_Dawn,Entertainment,Video games,,,,,,
21,Resident Evil 7: Biohazard,9.3,/wiki/Resident_Evil_7:_Biohazard,Entertainment,Video games,,,,,,
22,Red Dead Redemption,9.1,/wiki/Red_Dead_Redemption,Entertainment,Video games,,,,,,
23,Batman: Arkham Knight,8.9,/wiki/Batman:_Arkham_Knight,Entertainment,Video games,,,,,,
24,The Legend of Zelda: Breath of the Wild,8.6,/wiki/The_Legend_of_Zelda:_Breath_of_the_Wild,Entertainment,Video games,,,,,,
25,World of Warcraft,8.5,/wiki/World_of_Warcraft,Entertainment,Video games,,,,,,
26,The Elder Scrolls V: Skyrim,8.4,/wiki/The_Elder_Scrolls_V:_Skyrim,Entertainment,Video games,,,,,,
27,Among Us,8.3,/wiki/Among_Us,Entertainment,Video games,,,,,,
27,Persona 5,8.3,/wiki/Persona_5,Entertainment,Video games,,,,,,
29,Final Fantasy XV,8.1,/wiki/Final_Fantasy_XV,Entertainment,Video games,,,,,,
29,No Man's Sky,8.1,/wiki/No_Man%27s_Sky,Entertainment,Video games,,,,,,
29,Metal Gear Solid V: The Phantom Pain,8.1,/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,Entertainment,Video games,,,,,,
1,Harry Potter,90,/wiki/Harry_Potter,Entertainment,Books and book series,,,,,,
2,A Song of Ice and Fire,56,/wiki/A_Song_of_Ice_and_Fire,Entertainment,Books and book series,,,,,,
3,Fifty Shades of Grey,52,/wiki/Fifty_Shades_of_Grey,Entertainment,Books and book series,,,,,,
4,The Hunger Games,51,/wiki/The_Hunger_Games,Entertainment,Books and book series,,,,,,
5,The Great Gatsby,38,/wiki/The_Great_Gatsby,Entertainment,Books and book series,,,,,,
5,Nineteen Eighty-Four,38,/wiki/Nineteen_Eighty-Four,Entertainment,Books and book series,,,,,,
7,The Lord of the Rings,37,/wiki/The_Lord_of_the_Rings,Entertainment,Books and book series,,,,,,
8,A Game of Thrones,29,/wiki/A_Game_of_Thrones,Entertainment,Books and book series,,,,,,
8,Kama Sutra,29,/wiki/Kama_Sutra,Entertainment,Books and book series,,,,,,
