,article,timestamp,views
0,Venice,2015070100,5028
1,Venice,2015070200,4574
2,Venice,2015070300,4745
3,Venice,2015070400,4417
4,Venice,2015070500,5046
5,Venice,2015070600,5186
6,Venice,2015070700,5109
7,Venice,2015070800,5185
8,Venice,2015070900,5637
9,Venice,2015071000,5156
10,Venice,2015071100,5084
11,Venice,2015071200,5407
12,Venice,2015071300,5155
13,Venice,2015071400,5073
14,Venice,2015071500,4851
15,Venice,2015071600,4713
16,Venice,2015071700,4653
17,Venice,2015071800,4511
18,Venice,2015071900,5507
19,Venice,2015072000,5053
20,Venice,2015072100,5086
21,Venice,2015072200,5170
22,Venice,2015072300,4946
23,Venice,2015072400,5276
24,Venice,2015072500,10471
25,Venice,2015072600,5480
26,Venice,2015072700,5534
27,Venice,2015072800,5270
28,Venice,2015072900,4889
29,Venice,2015073000,4722
30,Venice,2015073100,4346
31,Venice,2015080100,4795
32,Venice,2015080200,4889
33,Venice,2015080300,4670
34,Venice,2015080400,5032
35,Venice,2015080500,5209
36,Venice,2015080600,5311
37,Venice,2015080700,5966
38,Venice,2015080800,4930
39,Venice,2015080900,5391
40,Venice,2015081000,5369
41,Venice,2015081100,4752
42,Venice,2015081200,4931
43,Venice,2015081300,4601
44,Venice,2015081400,5105
45,Venice,2015081500,4763
46,Venice,2015081600,5681
47,Venice,2015081700,5429
48,Venice,2015081800,5190
49,Venice,2015081900,5264
50,Venice,2015082000,5119
51,Venice,2015082100,4465
52,Venice,2015082200,4328
53,Venice,2015082300,5504
54,Venice,2015082400,5329
55,Venice,2015082500,5143
56,Venice,2015082600,4809
57,Venice,2015082700,4732
58,Venice,2015082800,4636
59,Venice,2015082900,4426
60,Venice,2015083000,4875
61,Venice,2015083100,5473
62,Venice,2015090100,5046
63,Venice,2015090200,5003
64,Venice,2015090300,5025
65,Venice,2015090400,4838
66,Venice,2015090500,4442
67,Venice,2015090600,4919
68,Venice,2015090700,5553
69,Venice,2015090800,5562
70,Venice,2015090900,5009
71,Venice,2015091000,5324
72,Venice,2015091100,4944
73,Venice,2015091200,4528
74,Venice,2015091300,5193
75,Venice,2015091400,5323
76,Venice,2015091500,5114
