,article,timestamp,views
0,Novak_Djokovic,2015070100,18019
1,Novak_Djokovic,2015070200,26477
2,Novak_Djokovic,2015070300,33152
3,Novak_Djokovic,2015070400,27943
4,Novak_Djokovic,2015070500,11233
5,Novak_Djokovic,2015070600,57535
6,Novak_Djokovic,2015070700,39804
7,Novak_Djokovic,2015070800,51351
8,Novak_Djokovic,2015070900,26437
9,Novak_Djokovic,2015071000,103922
10,Novak_Djokovic,2015071100,59755
11,Novak_Djokovic,2015071200,630797
12,Novak_Djokovic,2015071300,141558
13,Novak_Djokovic,2015071400,45515
14,Novak_Djokovic,2015071500,22287
15,Novak_Djokovic,2015071600,15917
16,Novak_Djokovic,2015071700,11964
17,Novak_Djokovic,2015071800,10501
18,Novak_Djokovic,2015071900,9821
19,Novak_Djokovic,2015072000,9059
20,Novak_Djokovic,2015072100,6087
21,Novak_Djokovic,2015072200,5208
22,Novak_Djokovic,2015072300,4800
23,Novak_Djokovic,2015072400,5808
24,Novak_Djokovic,2015072500,4317
25,Novak_Djokovic,2015072600,4584
26,Novak_Djokovic,2015072700,4872
27,Novak_Djokovic,2015072800,4424
28,Novak_Djokovic,2015072900,3797
29,Novak_Djokovic,2015073000,3665
30,Novak_Djokovic,2015073100,3290
31,Novak_Djokovic,2015080100,3321
32,Novak_Djokovic,2015080200,4019
33,Novak_Djokovic,2015080300,3541
34,Novak_Djokovic,2015080400,3319
35,Novak_Djokovic,2015080500,2935
36,Novak_Djokovic,2015080600,2819
37,Novak_Djokovic,2015080700,2839
38,Novak_Djokovic,2015080800,3238
39,Novak_Djokovic,2015080900,3297
40,Novak_Djokovic,2015081000,3421
41,Novak_Djokovic,2015081100,3898
42,Novak_Djokovic,2015081200,4003
43,Novak_Djokovic,2015081300,4940
44,Novak_Djokovic,2015081400,4765
45,Novak_Djokovic,2015081500,8847
46,Novak_Djokovic,2015081600,12845
47,Novak_Djokovic,2015081700,8272
48,Novak_Djokovic,2015081800,4392
49,Novak_Djokovic,2015081900,4674
50,Novak_Djokovic,2015082000,5832
51,Novak_Djokovic,2015082100,6709
52,Novak_Djokovic,2015082200,9566
53,Novak_Djokovic,2015082300,15274
54,Novak_Djokovic,2015082400,9936
55,Novak_Djokovic,2015082500,5583
56,Novak_Djokovic,2015082600,4785
57,Novak_Djokovic,2015082700,4447
58,Novak_Djokovic,2015082800,5250
59,Novak_Djokovic,2015082900,3684
60,Novak_Djokovic,2015083000,4559
61,Novak_Djokovic,2015083100,8843
62,Novak_Djokovic,2015090100,9323
63,Novak_Djokovic,2015090200,9042
64,Novak_Djokovic,2015090300,16217
65,Novak_Djokovic,2015090400,13313
66,Novak_Djokovic,2015090500,18481
67,Novak_Djokovic,2015090600,18079
68,Novak_Djokovic,2015090700,39056
69,Novak_Djokovic,2015090800,24264
70,Novak_Djokovic,2015090900,36136
71,Novak_Djokovic,2015091000,18721
72,Novak_Djokovic,2015091100,29254
73,Novak_Djokovic,2015091200,42510
74,Novak_Djokovic,2015091300,58964
75,Novak_Djokovic,2015091400,321378
76,Novak_Djokovic,2015091500,38106
77,Novak_Djokovic,2015091600,17894
78,Novak_Djokovic,2015091700,10583
79,Novak_Djokovic,2015091800,8845
80,Novak_Djokovic,2015091900,7664
81,Novak_Djokovic,2015092000,7561
82,Novak_Djokovic,2015092100,6085
83,Novak_Djokovic,2015092200,5831
84,Novak_Djokovic,2015092300,5434
85,Novak_Djokovic,2015092400,4778
86,Novak_Djokovic,2015092500,4662
87,Novak_Djokovic,2015092600,4020
88,Novak_Djokovic,2015092700,3832
89,Novak_Djokovic,2015092800,4003
90,Novak_Djokovic,2015092900,3615
91,Novak_Djokovic,2015093000,4094
92,Novak_Djokovic,2015100100,3625
93,Novak_Djokovic,2015100200,3874
94,Novak_Djokovic,2015100300,3720
